"budget_year","project_id","project_name","methodid","methodname","orgname","goods_name","ministryname","departmentname","deptname","dept_sub_name","moiname","stepgrpid","project_money","issuedate","announce_date","projectmoneyrange","day_standand","day_real","result"
"2563","61117475977","ประกวดราคาซื้อน้ำยาสำหรับตรวจวิเคราะห์หาสารชีวเคมีในเลือด ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding)","16","ประกวดราคาอิเล็กทรอนิกส์ (e-bidding)","ส่วนราชการ","วัสดุครุภัณฑ์วิทยาศาสตร์และการแพทย์","กระทรวงสาธารณสุข","กรมการแพทย์","โรงพยาบาลมะเร็งชลบุรี","โรงพยาบาลมะเร็งชลบุรี","ชลบุรี","ก่อหนี้","1753168","2018-12-03","2018-12-25","เกิน 5 แสนบาท - 5 ล้านบาท","33","15","ไม่ล่าช้า"
"2563","61117476046","ประกวดราคาซื้อชุดตรวจหาไวรัสเอสพีวี : HPV DNA ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding)","16","ประกวดราคาอิเล็กทรอนิกส์ (e-bidding)","ส่วนราชการ","วัสดุครุภัณฑ์วิทยาศาสตร์และการแพทย์","กระทรวงสาธารณสุข","กรมการแพทย์","โรงพยาบาลมะเร็งชลบุรี","โรงพยาบาลมะเร็งชลบุรี","ชลบุรี","ก่อหนี้","806400","2018-12-03","2018-12-25","เกิน 5 แสนบาท - 5 ล้านบาท","33","15","ไม่ล่าช้า"
"2563","61117476072","ประกวดราคาซื้อน้ำยาสำหรับตรวจวิเคราะห์หาสารบ่งชี้โรคมะเร็งและสารด้านภูมิคุ้มกันวิทยา ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding)","16","ประกวดราคาอิเล็กทรอนิกส์ (e-bidding)","ส่วนราชการ","วัสดุครุภัณฑ์วิทยาศาสตร์และการแพทย์","กระทรวงสาธารณสุข","กรมการแพทย์","โรงพยาบาลมะเร็งชลบุรี","โรงพยาบาลมะเร็งชลบุรี","ชลบุรี","ก่อหนี้","2451263","2018-12-03","2018-12-25","เกิน 5 แสนบาท - 5 ล้านบาท","33","15","ไม่ล่าช้า"
"2563","61117476817","จ้างเหมาตรวจสอบและจัดทำรายงานรายละเอียดคุณสมบัติวัสดุอุปกรณ์งานก่อสร้างโครงการศูนย์ฝึกปฏิบัติการไฟฟ้าแรงสูง ระยะที่ 3 อำเภอนครชัยศรี จังหวัดนครปฐม โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","รัฐวิสาหกิจ","จ้างเหมาอื่นๆ","กระทรวงมหาดไทย","การไฟฟ้าส่วนภูมิภาค","การไฟฟ้าส่วนภูมิภาค","ศูนย์ฝึกปฏิบัติการไฟฟ้าแรงสูง","กรุงเทพมหานคร","ก่อหนี้","496500","2018-11-29","2018-11-30","0 - 5 แสนบาท","5","2","ไม่ล่าช้า"
"2563","61117478091","จ้างซ่อมครุภัณฑ์สำนักงาน จำนวน ๑ งาน โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","จ้างเหมาอื่นๆ","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลบ้านโป่ง","โรงพยาบาลบ้านโป่ง","ราชบุรี","ก่อหนี้","9600","2018-11-30","2018-11-30","0 - 5 แสนบาท","5","1","ไม่ล่าช้า"
"2563","61117482630","ซื้อDLC Jugular curved ๑๑.๕-๑๒.๕ Fr x ๑๓-๑๔ cm จำนวน ๑๑๐ ชิ้น โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","วัสดุครุภัณฑ์วิทยาศาสตร์และการแพทย์","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลอุตรดิตถ์","โรงพยาบาลอุตรดิตถ์","อุตรดิตถ์","ก่อหนี้","264000","2018-11-29","2018-12-11","0 - 5 แสนบาท","5","7","ล่าช้า"
"2563","61117483149","ซื้อค่าอำนวยการงานปรับปรุงถนนของ ดย.ทบ. ก.ท. งบประมาณเพิ่มเติมปี 2562 โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","วัสดุครุภัณฑ์สำนักงาน","กระทรวงกลาโหม","กองทัพบก","กองทัพบก","กรมการทหารช่าง ราชบุรี","กรุงเทพมหานคร","ก่อหนี้","12110","2018-11-29","2018-12-12","0 - 5 แสนบาท","5","8","ล่าช้า"
"2563","61117484807","ซื้อAnatomical Locking Plate โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","วัสดุครุภัณฑ์วิทยาศาสตร์และการแพทย์","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลชัยนาทนเรนทร","โรงพยาบาลชัยนาทนเรนทร","ชัยนาท","ก่อหนี้","1777700","2018-12-07","2019-08-14","เกิน 5 แสนบาท - 5 ล้านบาท","6","165","ล่าช้า"
"2563","61117487885","ซื้อยา  Alteplase injection 50 mg. โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","วัสดุครุภัณฑ์วิทยาศาสตร์และการแพทย์","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลแพร่","โรงพยาบาลแพร่","แพร่","ก่อหนี้","3338400","2018-12-07","2019-01-24","เกิน 5 แสนบาท - 5 ล้านบาท","6","32","ล่าช้า"
"2563","61117488239","จ้างข้าราชการเกษียณ นายสุลิต  เปี่ยมวิไล โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","จ้างเหมาอื่นๆ","กระทรวงการคลัง","กรมสรรพสามิต","กรมสรรพสามิต","กรมสรรพสามิต กรุงเทพฯ","กรุงเทพมหานคร","ก่อหนี้","240000","2018-11-28","2018-11-30","0 - 5 แสนบาท","5","3","ไม่ล่าช้า"
"2563","61117488894","ซื้อวัสดุเครื่องบริโภคฯ หมวดผักปลอดภัย จำนวน 4 รายการ โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","วัสดุครุภัณฑ์อื่นๆ","กระทรวงสาธารณสุข",,"โรงพยาบาลพุทธโสธร","โรงพยาบาลพุทธโสธร","ฉะเชิงเทรา","ก่อหนี้","482400","2018-11-22","2018-11-30","0 - 5 แสนบาท","5","7","ล่าช้า"
"2563","61117491954","ประกวดราคาซื้อSodium Valproate 500 mg sustained-release tablet ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding)","16","ประกวดราคาอิเล็กทรอนิกส์ (e-bidding)","ส่วนราชการ","วัสดุครุภัณฑ์วิทยาศาสตร์และการแพทย์","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลปทุมธานี","โรงพยาบาลปทุมธานี","ปทุมธานี","ก่อหนี้","1510500","2018-12-03","2019-03-05","เกิน 5 แสนบาท - 5 ล้านบาท","33","62","ล่าช้า"
"2563","61117492505","ซื้อวัสดุการแพททย์ จำนวน ๑ รายการ โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","วัสดุครุภัณฑ์วิทยาศาสตร์และการแพทย์","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลยะลา","โรงพยาบาลยะลา","ยะลา","ก่อหนี้","77587.5","2018-11-30","2018-12-06","0 - 5 แสนบาท","5","4","ไม่ล่าช้า"
"2563","61117494021","จ้างเหมาบริการตรวจเช็คและบำรุงรักษาเครื่องมือแพทย์ จำนวน ๘ เครื่อง โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","จ้างเหมาอื่นๆ","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลสงขลา","โรงพยาบาลสงขลา","สงขลา","ก่อหนี้","356000","2018-11-30","2018-12-25","0 - 5 แสนบาท","5","16","ล่าช้า"
"2563","61117494831","จ้างก่อสร้างโครงการก่อสร้างห้องน้ำรวมขนาดเล็ก (แบบพักแรม) ทดแทนของเดิมที่ชำรุด จำนวน 1 หลัง ของอุทยานแห่งชาติหมู่เกาะลันตา โดยวิธีคัดเลือก","18","คัดเลือก","ส่วนราชการ","จ้างก่อสร้างอาคาร","กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม","กรมอุทยานแห่งชาติ สัตว์ป่าและพันธุ์พืช","กรมอุทยานแห่งชาติ สัตว์ป่าและพันธุ์พืช","สำนักบริหารพื้นที่อนุรักษ์ที่ ๕","กรุงเทพมหานคร","ก่อหนี้","1630000","2018-12-03","2019-06-06","เกิน 5 แสนบาท - 5 ล้านบาท","14","122","ล่าช้า"
"2563","61117497637","ซื้อชิ้นส่วนซ่อมเร่งด่วนสำหรับงานปรับปรุงถนน ของ กองพลทหารม้าที่ 2 รักษาพระองค์ กรุงเทพมหานคร โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","วัสดุครุภัณฑ์ยานพาหนะและขนส่ง","กระทรวงกลาโหม","กองทัพบก","กองทัพบก","กรมการทหารช่าง ราชบุรี","กรุงเทพมหานคร","ก่อหนี้","40464","2018-12-03","2018-12-07","0 - 5 แสนบาท","5","4","ไม่ล่าช้า"
"2563","61127002772","ซื้อน้ำยารักษาสภาพกล้ามเนื้อหัวใจ จำนวน 150 ถุง โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","วัสดุครุภัณฑ์วิทยาศาสตร์และการแพทย์","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลราชบุรี","โรงพยาบาลราชบุรี","ราชบุรี","ก่อหนี้","420000","2018-12-07","2019-01-09","0 - 5 แสนบาท","5","21","ล่าช้า"
"2563","61127008295","ซื้อวัสดุการแพทย์(ห้องผ่าตัด) เงินบำรุง 4 รายการ โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","วัสดุครุภัณฑ์วิทยาศาสตร์และการแพทย์","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลสงขลา","โรงพยาบาลสงขลา","สงขลา","ก่อหนี้","178690","2018-11-30","2018-12-20","0 - 5 แสนบาท","5","13","ล่าช้า"
"2563","61127015687","ซื้อวัสดุการแพทย์ BICARBON FITINE BILEAFLET HEART VALVE ให้กับงานศัลยกรรมหัวใจและทรวงอก โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","วัสดุครุภัณฑ์วิทยาศาสตร์และการแพทย์","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลนครปฐม","งานพัสดุการแพทย์ โรงพยาบาลนครปฐม","นครปฐม","ก่อหนี้","28500","2018-11-20","2018-12-14","0 - 5 แสนบาท","5","17","ล่าช้า"
"2563","61127015746","ประกวดราคาซื้อวัสดุงานบ้านงานครัว รายการผลิตภัณฑ์น้ำยาชนิดต่าง ๆ จำนวน ๕ รายการ ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding)","16","ประกวดราคาอิเล็กทรอนิกส์ (e-bidding)","ส่วนราชการ","วัสดุครุภัณฑ์งานบ้านงานครัว","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลสุรินทร์","โรงพยาบาลสุรินทร์","สุรินทร์","ก่อหนี้","2460000","2019-03-27","2019-06-17","เกิน 5 แสนบาท - 5 ล้านบาท","33","52","ล่าช้า"
"2563","61127023455","ซื้อชิ้นส่วนซ่อมเร่งด่วนสำหรับงานปรับปรุงถนน ของ กรมดุริยางค์ทหารบก กรุงเทพมหานคร โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","วัสดุครุภัณฑ์ยานพาหนะและขนส่ง","กระทรวงกลาโหม","กองทัพบก","กองทัพบก","กรมการทหารช่าง ราชบุรี","กรุงเทพมหานคร","ก่อหนี้","19327","2018-12-03","2018-12-07","0 - 5 แสนบาท","5","4","ไม่ล่าช้า"
"2563","61127023807","ประกวดราคาซื้อDextrose 5 g/100 mL + sodium chloride 450 mg/100 mL solution for infusion, 1 L bag ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding)","16","ประกวดราคาอิเล็กทรอนิกส์ (e-bidding)","ส่วนราชการ","วัสดุครุภัณฑ์วิทยาศาสตร์และการแพทย์","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลสุรินทร์","โรงพยาบาลสุรินทร์","สุรินทร์","ก่อหนี้","2360000","2018-12-11","2019-04-18","เกิน 5 แสนบาท - 5 ล้านบาท","33","87","ล่าช้า"
"2563","61127027136","ซื้อ(MI๐๓๑๐๐๖)ชุดสายช่วยหายใจ จำนวน ๓ ชุด โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","วัสดุครุภัณฑ์วิทยาศาสตร์และการแพทย์","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลชลบุรี","โรงพยาบาลชลบุรี","ชลบุรี","ก่อหนี้","60000","2018-12-03","2018-12-03","0 - 5 แสนบาท","5","1","ไม่ล่าช้า"
"2563","61127027712","จ้างเหมาบริการบำรุงรักษาครุภัณฑ์การแพทย์ โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","จ้างเหมาอื่นๆ","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลสุรินทร์","โรงพยาบาลสุรินทร์","สุรินทร์","ก่อหนี้","35000","2018-12-03","2018-12-03","0 - 5 แสนบาท","5","1","ไม่ล่าช้า"
"2563","61127028415","ประกวดราคาซื้อเวชภัณฑ์ที่มิใช่ยา ประเภทวัสดุวิทยาศาสตร์การแพทย์ จำนวน 4 รายการ ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding)","16","ประกวดราคาอิเล็กทรอนิกส์ (e-bidding)","ส่วนราชการ","วัสดุครุภัณฑ์วิทยาศาสตร์และการแพทย์","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลเชียงรายประชานุเคราะห์","โรงพยาบาลเชียงรายประชานุเคราะห์","เชียงราย","ก่อหนี้","3479782.24","2019-02-18","2019-03-29","เกิน 5 แสนบาท - 5 ล้านบาท","33","29","ไม่ล่าช้า"
"2563","61127028484","ประกวดราคาจ้างก่อสร้างโครงการก่อสร้างระบบบำบัดน้ำเสียเทศบาลตำบลบรบือ อำเภอบรบือ จังหวัดมหาสารคาม ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding)","16","ประกวดราคาอิเล็กทรอนิกส์ (e-bidding)","องค์กรปกครองส่วนท้องถิ่น","จ้างก่อสร้างอาคาร","กระทรวงมหาดไทย","กรมส่งเสริมการปกครองท้องถิ่น","เทศบาลตำบลบรบือ","เทศบาลตำบลบรบือ","มหาสารคาม","ก่อหนี้","19573354.19","2019-02-04","2019-03-06","เกิน 10 ล้านบาท - 50 ล้านบาท","52","22","ไม่ล่าช้า"
"2563","61127030198","ประกวดราคาจ้างจ้างเหมาตรวจวิเคราะห์ทางพยาธิวิทยา ระยะเวลา 9 เดือน ประจำปีงบประมาณ 2562 ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding)","16","ประกวดราคาอิเล็กทรอนิกส์ (e-bidding)","ส่วนราชการ","จ้างเหมาอื่นๆ","กระทรวงสาธารณสุข","กรมการแพทย์","โรงพยาบาลมหาวชิราลงกรณธัญบุรี","โรงพยาบาลมหาวชิราลงกรณธัญบุรี","ปทุมธานี","ก่อหนี้","1000000","2018-12-04","2018-12-24","เกิน 5 แสนบาท - 5 ล้านบาท","33","13","ไม่ล่าช้า"
"2563","61127031614","ซื้อSofsilk BIK 2-0 45 cm c-15(26 mm) SS685 จำนวน 75 กล่อง โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","วัสดุครุภัณฑ์วิทยาศาสตร์และการแพทย์","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลลำปาง","โรงพยาบาลลำปาง","ลำปาง","ก่อหนี้","65183.25","2018-11-28","2018-11-28","0 - 5 แสนบาท","5","1","ไม่ล่าช้า"
"2563","61127037051","ประกวดราคาจ้างยามรักษาความปลอดภัย จำนวน 3 คน ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding)","16","ประกวดราคาอิเล็กทรอนิกส์ (e-bidding)","ส่วนราชการ","จ้างเหมาอื่นๆ","กระทรวงศึกษาธิการ","สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน","โรงเรียนบดินทรเดชา (สิงห์ สิงหเสนี)","โรงเรียนบดินทรเดชา (สิงห์ สิงหเสนี) กรุงเทพฯ","กรุงเทพมหานคร","ก่อหนี้","513000","2018-12-12","2018-12-26","เกิน 5 แสนบาท - 5 ล้านบาท","33","11","ไม่ล่าช้า"
"2563","61127037091","ซื้อวัสดุการแพทย์(ห้องผ่าตัด) เงินบำรุง 14 รายการ โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","วัสดุครุภัณฑ์วิทยาศาสตร์และการแพทย์","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลสงขลา","โรงพยาบาลสงขลา","สงขลา","ก่อหนี้","457338.25","2018-12-06","2018-12-28","0 - 5 แสนบาท","5","16","ล่าช้า"
"2563","61127037467","ประกวดราคาเช่าเช่ารถยนต์ ขนาดไม่เกิน 12 ที่นั่ง จำนวน 1 คัน เครื่องยนต์ดีเซล ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding)","16","ประกวดราคาอิเล็กทรอนิกส์ (e-bidding)","ส่วนราชการ","เช่ารถยนต์ที่ใช้ในราชการ","กระทรวงศึกษาธิการ","สำนักงานปลัดกระทรวงศึกษาธิการ","สำนักงานปลัดกระทรวงศึกษาธิการ","สำนักงาน กศน. จังหวัดสตูล","กรุงเทพมหานคร","ก่อหนี้","1485000","2018-12-17","2018-12-28","เกิน 5 แสนบาท - 5 ล้านบาท","33","10","ไม่ล่าช้า"
"2563","61127039673","ประกวดราคาซื้อยา Fluticasone Propionate 125 mcg/dose + Salmeterol 25 mcg/dose Inhalation aerosol ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding)","16","ประกวดราคาอิเล็กทรอนิกส์ (e-bidding)","ส่วนราชการ","วัสดุครุภัณฑ์วิทยาศาสตร์และการแพทย์","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลแพร่","โรงพยาบาลแพร่","แพร่","ก่อหนี้","1177000","2019-02-11","2019-03-26","เกิน 5 แสนบาท - 5 ล้านบาท","33","31","ไม่ล่าช้า"
"2563","61127040068","จ้างบำรุงรักษาลิฟต์ อาคารนวราชจักรี โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","จ้างเหมาอื่นๆ","กระทรวงสาธารณสุข","กรมการแพทย์","โรงพยาบาลนพรัตนราชธานี","โรงพยาบาลนพรัตนราชธานี","กรุงเทพมหานคร","ก่อหนี้","381990","2018-10-18","2018-10-25","0 - 5 แสนบาท","5","5","ล่าช้า"
"2563","61127040736","จ้างจ้างเหมาบริการค่าสิ่งส่งตรวจทางการแพทย์ จำนวน ๑ งาน โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","จ้างเหมาอื่นๆ","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลสุรินทร์","โรงพยาบาลสุรินทร์","สุรินทร์","ก่อหนี้","268225","2018-12-04","2018-12-04","0 - 5 แสนบาท","5","1","ไม่ล่าช้า"
"2563","61127041251","ประกวดราคาซื้อFOSFOMYCIN  4 G INJ จำนวน  5,500  Vial ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding)","16","ประกวดราคาอิเล็กทรอนิกส์ (e-bidding)","ส่วนราชการ","วัสดุครุภัณฑ์วิทยาศาสตร์และการแพทย์","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลชลบุรี","โรงพยาบาลชลบุรี","ชลบุรี","ก่อหนี้","2071520","2018-12-07","2019-02-07","เกิน 5 แสนบาท - 5 ล้านบาท","33","42","ล่าช้า"
"2563","61127041487","ประกวดราคาซื้อยา Carvedilol tab 12.5 mg ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding)","16","ประกวดราคาอิเล็กทรอนิกส์ (e-bidding)","ส่วนราชการ","วัสดุครุภัณฑ์วิทยาศาสตร์และการแพทย์","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลแพร่","โรงพยาบาลแพร่","แพร่","ก่อหนี้","1350000","2019-01-15","2019-02-13","เกิน 5 แสนบาท - 5 ล้านบาท","33","22","ไม่ล่าช้า"
"2563","61127041894","ประกวดราคาซื้อยา Hydralazine hydrochloride tablet 25 mg ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding)","16","ประกวดราคาอิเล็กทรอนิกส์ (e-bidding)","ส่วนราชการ","วัสดุครุภัณฑ์วิทยาศาสตร์และการแพทย์","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลแพร่","โรงพยาบาลแพร่","แพร่","ก่อหนี้","1820200","2018-12-25","2019-01-30","เกิน 5 แสนบาท - 5 ล้านบาท","33","25","ไม่ล่าช้า"
"2563","61127042177","จ้างบำรุงรักษา เครื่องตรวจอวัยวะภายในด้วยคลื่นเสียงความถี่สูง ยี่ห้อ GE Healthcare รุ่น Logiq SN  410610WXO    จำนวน 1 เครื่อง โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","จ้างเหมาอื่นๆ","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลมะการักษ์","โรงพยาบาลมะการักษ์","กาญจนบุรี","ก่อหนี้","50000","2018-12-04","2018-12-04","0 - 5 แสนบาท","5","1","ไม่ล่าช้า"
"2563","61127042565","จ้างบำรุงรักษาระบบบริหารจัดการคิว โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","จ้างเหมาอื่นๆ","กระทรวงสาธารณสุข","กรมการแพทย์","โรงพยาบาลนพรัตนราชธานี","โรงพยาบาลนพรัตนราชธานี","กรุงเทพมหานคร","ก่อหนี้","41790","2018-08-02","2018-08-07","0 - 5 แสนบาท","5","4","ไม่ล่าช้า"
"2563","61127042944","จ้างบำรุงรักษาระบบการประเมิณผลการปฏิบัติงานและสมรรถนะ โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","จ้างเหมาอื่นๆ","กระทรวงสาธารณสุข","กรมการแพทย์","โรงพยาบาลนพรัตนราชธานี","โรงพยาบาลนพรัตนราชธานี","กรุงเทพมหานคร","ก่อหนี้","96000","2018-08-02","2019-01-15","0 - 5 แสนบาท","5","112","ล่าช้า"
"2563","61127043749","จ้างบำรุงรักษาและสอบเทียบเครื่อง CRRT จำนวน 3 เครื่อง โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","จ้างเหมาอื่นๆ","กระทรวงสาธารณสุข","กรมการแพทย์","โรงพยาบาลนพรัตนราชธานี","โรงพยาบาลนพรัตนราชธานี","กรุงเทพมหานคร","ก่อหนี้","46224","2018-10-18","2018-10-22","0 - 5 แสนบาท","5","3","ไม่ล่าช้า"
"2563","61127044113","ซื้อจัดซื้อข้าวสารขาว 5% จัดเลี้ยงผู้เข้ารับการตรวจพิสูจน์ ปี 2562 โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","วัสดุครุภัณฑ์อื่นๆ","กระทรวงยุติธรรม","กรมราชทัณฑ์","กรมราชทัณฑ์","เรือนจำจังหวัดสตูล กรมราชทัณฑ์","นนทบุรี","ก่อหนี้","107853.12","2018-08-28","2018-12-07","0 - 5 แสนบาท","5","71","ล่าช้า"
"2563","61127044425","ประกวดราคาซื้อยา Enoxaparin Sodium injection 60 mg/0.6 ml ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding)","16","ประกวดราคาอิเล็กทรอนิกส์ (e-bidding)","ส่วนราชการ","วัสดุครุภัณฑ์วิทยาศาสตร์และการแพทย์","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลแพร่","โรงพยาบาลแพร่","แพร่","ก่อหนี้","1160736","2019-01-03","2019-02-06","เกิน 5 แสนบาท - 5 ล้านบาท","33","25","ไม่ล่าช้า"
"2563","61127044557","จ้างบำรุงรักษา ครุภัณฑ์การแพทย์ จำนวน 2 รายการ โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","จ้างเหมาอื่นๆ","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลมะการักษ์","โรงพยาบาลมะการักษ์","กาญจนบุรี","ก่อหนี้","125000","2018-12-04","2018-12-04","0 - 5 แสนบาท","5","1","ไม่ล่าช้า"
"2563","61127046180","ซื้อค่าอำนวยการ โครงการงานปรับปรุงถนนของ กองพลทหารม้าที่ 2 รักษาพระองค์ งบเพิ่มเติมปี 2562 โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","วัสดุครุภัณฑ์สำนักงาน","กระทรวงกลาโหม","กองทัพบก","กองทัพบก","กรมการทหารช่าง ราชบุรี","กรุงเทพมหานคร","ก่อหนี้","42965","2018-11-28","2018-12-04","0 - 5 แสนบาท","5","5","ล่าช้า"
"2563","61127046195","จ้างบำรุงรักษา เครื่องเอกซเรย์ ยี่ห้อ TOSHIBA รุ่น Plessart VIVO SN  E2A12X2028 จำนวน 1 เครื่อง โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","จ้างเหมาอื่นๆ","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลมะการักษ์","โรงพยาบาลมะการักษ์","กาญจนบุรี","ก่อหนี้","99000","2018-12-04","2018-12-04","0 - 5 แสนบาท","5","1","ไม่ล่าช้า"
"2563","61127049976","จ้างบริการบำรุงรักษาเครื่องนึ่งฆ่าเชื้อจุลินทรีย์ไอน้ำ แบบไม่รวมอะไหล่ รุ่น A๘๘๙P-๘๕๐L จำนวน ๖ เครื่อง โดยวิธีเฉพาะเจาะจง","19","เฉพาะเจาะจง","ส่วนราชการ","จ้างเหมาอื่นๆ","กระทรวงสาธารณสุข","สำนักงานปลัดกระทรวงสาธารณสุข","โรงพยาบาลชลบุรี","โรงพยาบาลชลบุรี","ชลบุรี","ก่อหนี้","90000","2019-01-21","2019-01-28","0 - 5 แสนบาท","5","6","ล่าช้า"
